AccreditingBodyName,AccreditionType,HEP,KisCourseTitle,KiscourseID
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007148) The University of Huddersfield,BSc (Hons) Midwifery Studies,00007731
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007149) The University of Hull,BSc (Hons) Midwifery (3 Year programme leading to professional registration as a Midwife),UGMIDWXFU01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007151) The University of Lincoln,BSc (Hons) Midwifery,MIDMIDUB
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007152) University of Bedfordshire,BSc (Hons) Midwifery,BSMIWAAF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007154) University of Nottingham,BSc (Hons) Midwifery,B723
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007156) The University of Salford,BSc (Hons) Midwifery,S_MW_F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007158) The University of Southampton,BSc (Hons) Midwifery,45
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007159) The University of Sunderland,BSc (Hons) Midwifery Practice,KIS01156
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007160) The University of Surrey,BSc (Hons) Midwifery (Registered Midwife),UTA10F0001U
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007161) Teesside University,BSc (Hons) Midwifery (Pre-Registration),WFS_FT
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,"(10007164) University of the West of England, Bristol",BSc (Hons) Midwifery,B711
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007167) The University of York,BMid (Hons) Midwifery,UUBHEASNMW3~UBHEASNMW3
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007167) The University of York,MNurs (Hons) Midwifery,UUMHEASNMW4~UMHEASNMW4
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007767) Keele University,BMid (Hons) Midwifery,UMIDBSCPRE-N
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007767) Keele University,BMid (Hons) Midwifery with Foundation Year,UMIDBSCPREFY-N
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007772) Edinburgh Napier University,BMid Midwifery,U72141
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007785) The University of Bradford,BSc (Hons) Midwifery,UMID4UFJ-D002
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007789) The University of East Anglia,BSc (Hons) Midwifery,UNU1B720305
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007793) University of South Wales,BSc (Hons) Midwifery,QBHF115
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007795) The University of Leeds,BSc (Hons) Midwifery (Blended Learning),B720
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007796) The University of Leicester,MSci (Hons) Midwifery with Leadership,Midwifery
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007798) The University of Manchester,BMidWif (Hons) Midwifery,102
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007800) The University of the West of Scotland,BSc Midwifery,B720
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007801) University of Plymouth,BSc (Hons) Midwifery,6992
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007801) University of Plymouth,BSc (Hons) Midwifery,7329
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007823) Edge Hill University,BSc (Hons) Midwifery,BAH000407
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007842) University of Cumbria,BSc (Hons) Midwifery,UBFCUOCMDWFR0
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007848) University of Chester,BSc (Hons) Midwifery,NBSB720-K
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007851) University of Derby,BSc (Hons) Midwifery,B7303
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007855) Swansea University,BMid (Hons) Midwifery,BMHD3XXXSHMNS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10007857) Bangor University,BM (Hons) Midwifery,BM_MW
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10014001) University of Suffolk,BSc (Hons) Midwifery,WMIDSGLEU-Y
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified midwife.,(10014001) University of Suffolk,BSc (Hons) Midwifery Shortened,WMICSGLEU-Y
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000291) Anglia Ruskin University,BSc (Hons) Nursing (Adult and Mental Health),K00527
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000291) Anglia Ruskin University,BSc (Hons) Nursing (Adult),K00082
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000712) University College Birmingham,BSc (Hons) Adult Nursing,BSCANR
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000712) University College Birmingham,BSc (Hons) Mental Health Nursing,BSCMHN
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000824) Bournemouth University,BSc (Hons) Adult Nursing,BSANHF_B700
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000824) Bournemouth University,BSc (Hons) Adult Nursing (Advanced Standing),BSANAHF_B740
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000824) Bournemouth University,BSc (Hons) Adult Nursing (with Foundation Year),BSFANHF_B703
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000886) The University of Brighton,BSc (Hons) Nursing (Adult),L3EG032EUU
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000961) Brunel University London,BSc (Hons) Nursing (Adult),7K18UNUADULT-FT-BSC
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000975) Buckinghamshire New University,BSc (Hons) Adult Nursing,KBSANURFTB701
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10000975) Buckinghamshire New University,BSc (Hons) Adult Nursing with Foundation Year,KBN2NFY1B704
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10001143) Canterbury Christ Church University,BSc (Hons) Nursing (Adult),UFNURSCC001
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10001282) University of Northumbria at Newcastle,"BSc (Hons) Nursing Science, Registered Nurse (Adult)",21FNSU-N-NSU1
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,"(10001478) City St George's, University of London",BSc (Hons) Adult Nursing,USNADU
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10001726) Coventry University,BSc (Hons) Adult Nursing,5
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10001726) Coventry University,BSc (Hons) Adult Nursing Blended Learning,506
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10001883) De Montfort University,BSc (Hons) Nursing with Registration (Adult Nursing),B700DM
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10003614) The University of Winchester,BN (Hons) Nursing (Adult),BNUASINGW9F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10003645) King's College London,BSc (Hons) Nursing Studies with Registration as an Adult Nurse,UBSR3KSRA
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10003678) Kingston University,BSc (Hons) Adult Nursing,UFNAD1NAD20
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10003861) Leeds Beckett University,BSc (Hons) Adult Nursing,BSANR_A317
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10003863) Leeds Trinity University,BSc (Hons) Nursing (Adult),BSLTUADNUR_ADNURSG
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10003957) Liverpool John Moores University,BSc (Hons) Nursing (Adult),3581000108
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004048) London Metropolitan University,BSc (Hons) Nursing (Adult),UDNURSAD
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004048) London Metropolitan University,BSc (Hons) Nursing (Adult),UDNURSAD
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004078) London South Bank University,BSc (Hons) Adult Nursing,5435A
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004180) The Manchester Metropolitan University,BSc (Hons) Adult Nursing,K0010
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004351) Middlesex University,BSc (Hons) Nursing (Adult),144B741K3
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004797) The Nottingham Trent University,BSc (Hons) Nursing (Adult),SWRK114_1
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004797) The Nottingham Trent University,BSc (Hons) Nursing (Adult),SWRK146_1
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004797) The Nottingham Trent University,BSc (Hons) Nursing R2RN (Adult),SWRK181_1
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004797) The Nottingham Trent University,BSc (Hons) Nursing R2RN (Adult),SWRK183_1
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004930) Oxford Brookes University,BSc (Hons) Nursing (Adult),BSCH-NSA-OBO
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004930) Oxford Brookes University,BSc (Hons) Nursing (Adult),BSCH-NSA-OBO
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004930) Oxford Brookes University,BSc (Hons) Nursing (Adult),BSCH-NSA-OBS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10004930) Oxford Brookes University,BSc (Hons) Nursing (Adult),BSCH-NSA-OBS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,"(10005337) Queen Margaret University, Edinburgh",BSc (Hons) Nursing,BSHNURS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,"(10005337) Queen Margaret University, Edinburgh",BSc Nursing,BSONUR
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,"(10005337) Queen Margaret University, Edinburgh",MNurs Nursing,MNUR
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005343) Queen's University Belfast,BSc (Hons) Professional Nursing (Adult Nursing),NAM-BSC-AU
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005500) Robert Gordon University,BSc (Hons) Nursing - Adult,UBSFTNUAH
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005500) Robert Gordon University,BSc (Hons) Nursing - Dual Registration in Adult and Children and Young People,UBSFTNUAC
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005500) Robert Gordon University,BSc (Hons) Nursing - Dual Registration in Adult and Mental Health,UBSFTNUAM
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005500) Robert Gordon University,BSc Nursing - Adult,UBSFTNUAD
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005790) Sheffield Hallam University,BSc (Hons) Nursing (Adult),13544
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10005977) South Devon College,FdSc Nursing Associate,HENA
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006022) Southampton Solent University,BSc (Hons) Adult Nursing Practice,XXBAANP01FX
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006566) The University of West London,BSc (Hons) Adult Nursing,NURSADSTRE4Z
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006566) The University of West London,BSc (Hons) Adult Nursing,NURSADSTWW4M
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006566) The University of West London,BSc (Hons) Adult Nursing with Foundation,NURSADFYRE1Z
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006566) The University of West London,BSc (Hons) Adult Nursing with Foundation,NURSADFYWW1M
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006840) The University of Birmingham,BNurs (Hons) Nursing (Adult),K0541
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006842) The University of Liverpool,BN (Hons) Foundation to Nursing (Year 0),BN_NursF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10006842) The University of Liverpool,BN (Hons) Nursing,B_NURS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007137) The University of Chichester,BSc (Hons) Adult Nursing,UGBSNURSA
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007138) The University of Northampton,BSc (Hons) Adult Nursing,UBSCADNUR3FUN
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007139) University of Worcester,BSc (Hons) Nursing (Adult),BSCNAD
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007139) University of Worcester,BSc (Hons) Nursing (Adult) (With Foundation Yr),NURADFY
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007140) Birmingham City University,BSc (Hons) Nursing - Adult (January intake),US0958JAN-01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007140) Birmingham City University,BSc (Hons) Nursing - Adult (September intake),US0958SEP-01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007140) Birmingham City University,BSc (Hons) Nursing - Adult with Foundation Year (January intake),US0958FJAN-01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007140) Birmingham City University,BSc (Hons) Nursing - Adult with Foundation Year (September intake),US0958F-01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007140) Birmingham City University,FdSc Nursing Associate,UF0519-00
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007141) University of Lancashire,BSc (Hons) Nursing with Registered Nurse (Adult),NUNUAD170
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007141) University of Lancashire,BSc (Hons) Nursing with Registered Nurse (Adult) - Practice Based Pathway,ULNUAD113
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007144) The University of East London,BSc (Hons) Nursing (Adult),SO2041
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007145) University of Gloucestershire,BSc (Hons) Nursing (Adult),NADDG
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007146) The University of Greenwich,BSc (Hons) Adult Nursing,K0194
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007147) University of Hertfordshire,BSc (Hons) Nursing (Adult),HHNURA-NURSING_ADULT
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007148) The University of Huddersfield,BSc (Hons) Nursing (Adult),00007726
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007149) The University of Hull,BSc (Hons) Nursing (Adult),UGNURAXFU01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007151) The University of Lincoln,BSc (Hons) Nursing (Registered Nurse - Adult),NURNURUB
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007152) University of Bedfordshire,BSc (Hons) Adult Nursing,BSANUAAF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007152) University of Bedfordshire,BSc (Hons) Adult Nursing,BSANUABF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007152) University of Bedfordshire,BSc (Hons) Adult Nursing,BSANUACF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007152) University of Bedfordshire,FDS Nursing Associate (Bedford),FDNASABF
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007154) University of Nottingham,BSc (Hons) Nursing (Adult),B740
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007155) The University of Portsmouth,BN (Hons) Nursing (Adult),U2663FTC
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007156) The University of Salford,BSc (Hons) Nursing (Nursing Associate Pathway) (Adult),S_NAPA4_F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007156) The University of Salford,BSc (Hons) Nursing - Registered Nurse (Adult),S_NAD_F
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007157) The University of Sheffield,BMedSci (Hons) Nursing (Adult),B740
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007157) The University of Sheffield,BMedSci (Hons) Nursing (Adult),B741
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007158) The University of Southampton,BSc (Hons) Nursing Adult,674
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007158) The University of Southampton,MNurs Nursing Adult and Child,676
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007158) The University of Southampton,MNurs Nursing Adult and Mental Health,677
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007159) The University of Sunderland,BSc (Hons) Adult Nursing Practice,KIS00949
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007160) The University of Surrey,BSc (Hons) Nursing Studies (Registered Nurse Adult Nursing),UTA10F0003U
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007161) Teesside University,BSc (Hons) Nursing Studies (Adult) (Pre-Registration),AAS_FT
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,"(10007164) University of the West of England, Bristol",BSc (Hons) Nursing (Adult),B721
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007166) The University of Wolverhampton,BNurs (Hons) Adult Nursing,NH057H01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007166) The University of Wolverhampton,BNurs (Hons) Adult Nursing with Foundation Year,NH057T01
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007167) The University of York,BSc (Hons) Nursing (Adult),UUBHEASNAD3~UBHEASNAD3
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007167) The University of York,MNurs (Hons) Nursing (Adult),UUMHEASNAD4~UMHEASNAD4
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007713) York St John University,BSc (Hons) Nursing (Adult),U1BSNURAS
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007759) Aston University,BSc (Hons) Nursing Studies (Registered Nurse Adult Nursing),AMSB740U
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007762) Glasgow Caledonian University,BSc (Hons) Nursing Studies (Adult),11NSADLT
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007762) Glasgow Caledonian University,BSc Nursing Studies (Adult),14NSADLT
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007767) Keele University,BNurs (Hons) Nursing (Adult),UNADBSCPRE-N
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007767) Keele University,BNurs (Hons) Nursing (Adult) with Foundation Year,UNADBSCPREFY-N
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007772) Edinburgh Napier University,BN Nursing Adult,U72101
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007773) The Open University,BSc (Hons) Nursing,R39
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007776) Roehampton University,BSc (Hons) Adult Nursing,B740
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007776) Roehampton University,MSci (Hons) Adult and Mental Health Nursing,B743
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007785) The University of Bradford,BSc (Hons) Nursing (Adult),UNUR3UFJ-D007
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007785) The University of Bradford,BSc (Hons) Nursing (Adult) (Mid Yorkshire Hospitals),UNUR3UFJ-DX02
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007785) The University of Bradford,BSc (Hons) Nursing (Adult) Harrogate,UNUR3UFJ-D010
Nursing and Midwifery Council (NMC),Approved by the Nursing and Midwifery Council (NMC) for the purpose of registration as a qualified nurse (adult).,(10007785) The University of Bradford,MNurs Nursing (Adult/Mental Health),UNUR4IFM-D003
